identifier,title
SE.TER.GRAD.HU.ZS,"Graduates in humanities and arts (% of total graduates, tertiary)"
SE.TER.GRAD.HU.FE.ZS,"Graduates in humanities and arts, female (% of total female graduates, tertiary)"
SE.TER.GRAD.SC.ZS,"Graduates in science (% of total graduates, tertiary)"
SE.TER.GRAD.SC.FE.ZS,"Graduates in science, female (% of total female graduates, tertiary)"
SE.TER.GRAD.SV.ZS,"Graduates in services (% of total graduates, tertiary)"
SE.TER.GRAD.SV.FE.ZS,"Graduates in services, female (% of total female graduates, tertiary)"
SE.TER.GRAD.SS.ZS,"Graduates in social science, business, law (% of total graduates, tertiary)"
SE.TER.GRAD.SS.FE.ZS,"Graduates in social science, business, law, female (% of total female graduates, tertiary)"
SE.TER.GRAD.OT.ZS,"Graduates in unknown or unspecified fields (% of total graduates, tertiary)"
SE.TER.GRAD.OT.FE.ZS,"Graduates in unknown or unspecified fields, female (% of total female graduates, tertiary)"
SE.TER.GRAD.FE,"Graduates, tertiary, female"
SE.TER.GRAD,"Graduates, tertiary, total"
UIS.GAP.1.F,Graduation age population. Primary. Female
UIS.GAP.1.M,Graduation age population. Primary. Male
UIS.GAP.1,Graduation age population. Primary. Total
SE.SEC.ENRR.LO.FE,"Gross enrollment rate (%), lower secondary, female"
SE.SEC.ENRR.LO.MA,"Gross enrollment rate (%), lower secondary, male"
SE.SEC.ENRR.LO,"Gross enrollment rate (%), lower secondary, total"
SE.SEC.ENRR.UP,"Gross enrollment rate (%), upper secondary, total"
UIS.GER.123.F,Gross enrolment ratio. Primary & Secondary combined. Female
UIS.GER.123.M,Gross enrolment ratio. Primary & Secondary combined. Male
UIS.GER.123,Gross enrolment ratio. Primary & Secondary combined. Total
SE.SEC.ENRR.UP.FE,Gross enrolment ratio. Upper secondary. All programmes. Female
SE.SEC.ENRR.UP.MA,Gross enrolment ratio. Upper secondary. All programmes. Male
UIS.AIR.2.GPV.F,Gross entry ratio to lower secondary. General programmes. Female
UIS.AIR.2.GPV.M,Gross entry ratio to lower secondary. General programmes. Male
UIS.AIR.2.GPV,Gross entry ratio to lower secondary. General programmes. Total
SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)"
SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)"
SE.PRM.GINT.ZS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)"
2.2_GIR,"Gross intake ratio in grade 1, total, national source (% of relevant age group)"
UIS.GGR.2.F,Gross lower secondary graduation ratio. All programmes. Female
UIS.GGR.2.M,Gross lower secondary graduation ratio. All programmes. Male
UIS.GGR.2,Gross lower secondary graduation ratio. All programmes. Total
UIS.GGR.2.GPV.F,Gross lower secondary graduation ratio. General programmes. Female
UIS.GGR.2.GPV.M,Gross lower secondary graduation ratio. General programmes. Male
UIS.GGR.2.GPV,Gross lower secondary graduation ratio. General programmes. Total
UIS.GOER.56,Gross outbound enrolment ratio. Tertiary
SE.PRM.CMPL.FE.ZS,"Gross primary graduation ratio, female"
SE.PRM.CMPL.MA.ZS,"Gross primary graduation ratio, male"
SE.PRM.CMPL.ZS,"Gross primary graduation ratio, total"
SE.TER.CMPL.FE.ZS,"Gross tertiary graduation ratio (first degree), female"
SE.TER.CMPL.MA.ZS,"Gross tertiary graduation ratio (first degree), male"
SE.TER.CMPL.ZS,"Gross tertiary graduation ratio (first degree), total"
KGRNUT_OIL,"Groundnut oil, $/mt, constant 2000$"
GRNUT_OIL,"Groundnut oil, $/mt, current$"
5.51.01.05.hiv,HIV/AIDS
5.13.01.01.hlthsurv,Health survey
5.51.01.04.immun,Immunization
5.04.01.02.impexp,Import and export price indexes
DMGSRMRCHSAXD,"Imports Merchandise, Customs, Price, US$, seas. adj."
DMGSRMRCHSAKD,"Imports Merchandise, Customs, constant US$, millions, seas. adj."
DMGSRMRCHSACD,"Imports Merchandise, Customs, current US$, millions, seas. adj."
UIS.MSEP.56,Inbound mobility rate. Total
5.51.01.01.poverty,Income poverty
IPTOTSAKD,"Industrial Production, constant US$, seas. adj."
5.01.01.01.indust,Industrial production index
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)"
IC.FRM.CORR.ZS,Informal payments to public officials (% of firms)
DT.INT.DLXF.CD,"Interest payments on external debt, long-term (INT, current US$)"
DT.INT.DPNG.CD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)"
UIS.FEP.56.FOREIGN,International (or internationally mobile) students. Tertiary. % Female
UIS.E.56.FOREIGN,International (or internationally mobile) students. Tertiary. Total
5.2.1_LAO.BAS.AID.ADB,"International aid disbursed to basic education, ADB to Laos (USD million)"
5.2.1_GNB.BAS.AID.ADPP.EU,"International aid disbursed to basic education, ADPP (European Union) to Guinea Bissau (USD million)"
5.2.2_GNB.BAS.AID.ADPP.HUM,"International aid disbursed to basic education, ADPP (Humana People to People) to Guinea Bissau (USD million)"
5.2.3_GNB.BAS.AID.ADPP.OTH,"International aid disbursed to basic education, ADPP (other donors) to Guinea Bissau (USD million)"
5.2.3_CMR.BAS.AID.FR,"International aid disbursed to basic education, AFD and French Embassy to Cameroun (USD million)"
5.2.5_GNB.BAS.AID.FR,"International aid disbursed to basic education, AFD and French Embassy to Guinea Bissau (USD million)"
5.2.2_SEN.BAS.AID.FR,"International aid disbursed to basic education, AFD and French Embassy to Senegal (USD million)"
5.2.2_BFA.BAS.AID.AFD,"International aid disbursed to basic education, AFD to Burkina Faso (USD million)"
5.2.2_MRT.BAS.AID.AFD,"International aid disbursed to basic education, AFD to Mauritania (USD million)"
5.2.1_NER.BAS.AID.AFD,"International aid disbursed to basic education, AFD to Niger (USD million)"
5.2.1_TJK.BAS.AID.AGAK,"International aid disbursed to basic education, Aga Khan to Tajikistan (USD million)"
5.2.2_NER.BAS.AID.BEL,"International aid disbursed to basic education, Belgium to Niger (USD million)"
5.2.1_AFG.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Afghanistan (USD million)"
5.2.1_BFA.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Burkina Faso (USD million)"
5.2.1_SEN.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Senegal (USD million)"
5.2.1_VNM.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Vietnam (USD million)"
5.2.1_GHA.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Djibouti (USD million)"
5.2.3_ETH.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Ethiopia (USD million)"
5.2.2_VNM.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Vietnam (USD million)"
5.2.5_ETH.BAS.AID.EC,"International aid disbursed to basic education, European Commission to Ethiopia (USD million)"
5.2.1_GEO.BAS.AID.EC,"International aid disbursed to basic education, European Commission to Georgia (USD million)"
5.2.4_GNB.BAS.AID.EU,"International aid disbursed to basic education, European Commission to Guinea Bissau (USD million)"
5.2.6_ETH.BAS.AID.FIN,"International aid disbursed to basic education, Finland to Ethiopia (USD million)"
5.2.2_GHA.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Djibouti (USD million)"
5.2.5_LAO.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Laos (USD million)"
5.2.2_RWA.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Rwanda (USD million)"
5.2.3_SEN.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Senegal (USD million)"
5.2.6_DJI.BAS.AID.IMOA,"International aid disbursed to basic education, IMOA to Djibouti (USD million)"
5.2.11_LAO.BAS.AID.INGOS,"International aid disbursed to basic education, International NGOs to Laos (USD million)"
5.2.3_MRT.BAS.AID.ISDB,"International aid disbursed to basic education, IsDB to Mauritania (USD million)"
5.2.7_AFG.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Afghanistan (USD million)"
5.2.5_BFA.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Burkina Faso (USD million)"
5.2.3_GHA.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Djibouti (USD million)"
5.2.11_ETH.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Ethiopia (USD million)"
5.2.8_GNB.BAS.AID.JAP,"International aid disbursed to basic education, Japan (via UNICEF) to Guinea Bissau (USD million)"
5.2.10_ETH.BAS.AID.JPN,"International aid disbursed to basic education, Japan Government to Ethiopia (USD million)"
5.2.4_NER.BAS.AID.JAPAN,"International aid disbursed to basic education, Japan to Niger (USD million)"
5.2.5_NER.BAS.AID.KFW,"International aid disbursed to basic education, KfW to Niger (USD million)"
5.2.9_NER.BAS.AID.LUX,"International aid disbursed to basic education, Luxembourg to Niger (USD million)"
5.2.6_BFA.BAS.AID.NLD,"International aid disbursed to basic education, Netherlands to Burkina Faso (USD million)"
5.2.13_ETH.BAS.AID.NLD,"International aid disbursed to basic education, Netherlands to Ethiopia (USD million)"
5.2.2_TJK.BAS.AID.OPENS,"International aid disbursed to basic education, Open Society Foundations to Tajikistan (USD million)"
5.2.6_GNB.BAS.AID.PORT,"International aid disbursed to basic education, Portuguese Cooperation to Guinea Bissau (USD million)"
5.2.14_ETH.BAS.AID.SIDA,"International aid disbursed to basic education, Sida to Ethiopia (USD million)"
5.2.4_MRT.BAS.AID.SP,"International aid disbursed to basic education, Spanish Cooperation to Mauritania (USD million)"
5.2.8_NER.BAS.AID.CHE,"International aid disbursed to basic education, Switzerland to Niger (USD million)"
5.2.11_AFG.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Afghanistan (USD million)"
5.2.7_LAO.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Laos (USD million)"
5.2.7_GNB.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF (excluding Japan funds) to Guinea Bissau (USD million)"
5.2.8_KHM.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Cambodia (USD million)"
5.2.7_CIV.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Côte d'Ivoire (USD million)"
5.2.4_GHA.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Djibouti (USD million)"
5.2.15_ETH.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Ethiopia (USD million)"
5.2.3_KGZ.BAS.AID.ADPP.UNICEF,"International aid disbursed to basic education, UNICEF to Kyrgyzstan (USD million)"
5.2.8_LAO.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Laos (USD million)"
5.2.8_MWI.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Malawi (USD million)"
5.2.6_MRT.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Mauritania (USD million)"
5.2.1_MDA.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Moldova (USD million)"
5.2.10_NER.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Niger (USD million)"
5.2.5_SEN.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Senegal (USD million)"
5.2.6_TJK.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Tajikistan (USD million)"
5.2.5_GHA.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Djibouti (USD million)"
5.2.16_ETH.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Ethiopia (USD million)"
5.2.3_GEO.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Georgia (USD million)"
5.2.4_RWA.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Rwanda (USD million)"
5.2.6_SEN.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Senegal (USD million)"
5.2.6_GHA.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Djibouti (USD million)"
5.2.17_ETH.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Ethiopia (USD million)"
5.2.9_LAO.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Laos (USD million)"
5.2.7_MRT.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Mauritania (USD million)"
5.2.6_NER.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Niger (USD million)"
5.2.8_TJK.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Tajikistan (USD million)"
5.2.7_SLE.BAS.AID.WB,"International aid disbursed to basic education, World Bank (including the Global Partnership for Education) to Sierra Leone (USD million)"
5.2.7_GHA.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Djibouti (USD million)"
5.2.18_ETH.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Ethiopia (USD million)"
5.2.4_KGZ.BAS.AID.ADPP.WB,"International aid disbursed to basic education, World Bank to Kyrgyzstan (USD million)"
5.2.10_LAO.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Laos (USD million)"
5.2.3_LBR.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Liberia (USD million)"
5.2.11_MWI.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Malawi (USD million)"
5.2.2_MDA.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Moldova (USD million)"
5.1.1_ETH.TOTA.AID.ADB,"International aid disbursed to total education, ADB to Ethiopia (USD million)"
5.1.1_LAO.TOTA.AID.ADB,"International aid disbursed to total education, ADB to Laos (USD million)"
5.1.1_GNB.TOTA.AID.ADPP.EU,"International aid disbursed to total education, ADPP (European Union) to Guinea Bissau (USD million)"
5.1.2_GNB.TOTA.AID.ADPP.HUM,"International aid disbursed to total education, ADPP (Humana People to People) to Guinea Bissau (USD million)"
5.1.3_GNB.TOTA.AID.ADPP.OTH,"International aid disbursed to total education, ADPP (other donors) to Guinea Bissau (USD million)"
5.1.3_CMR.TOTA.AID.FR,"International aid disbursed to total education, AFD and French Embassy to Cameroun (USD million)"
5.1.5_GNB.TOTA.AID.FR,"International aid disbursed to total education, AFD and French Embassy to Guinea Bissau (USD million)"
5.1.2_BFA.TOTA.AID.AFD,"International aid disbursed to total education, AFD to Burkina Faso (USD million)"
5.1.3_DJI.TOTA.AID.AFD,"International aid disbursed to total education, AFD to Djibouti (USD million)"
5.1.1_NER.TOTA.AID.AFD,"International aid disbursed to total education, AFD to Niger (USD million)"
5.1.4_DJI.TOTA.AID.AFDB,"International aid disbursed to total education, AfDB to Djibouti (USD million)"
5.1.1_MWI.TOTA.AID.AFDB,"International aid disbursed to total education, AfDB to Malawi (USD million)"
5.1.2_TJK.TOTA.AID.AGAK,"International aid disbursed to total education, Aga Khan to Tajikistan (USD million)"
5.2.2_TLS.TOT.AID.AUSAID.WB,"International aid disbursed to total education, AusAID (World Bank) to Timor-Leste (USD million)"
5.2.3_TLS.TOT.AID.AUS,"International aid disbursed to total education, Australia to Timor-Leste (USD million)"
5.1.2_ETH.TOTA.AID.BEL,"International aid disbursed to total education, Belgium (VLIR USO) to Ethiopia (USD million)"
5.1.2_NER.TOTA.AID.BEL,"International aid disbursed to total education, Belgium to Niger (USD million)"
5.1.1_VNM.TOTA.AID.BEL,"International aid disbursed to total education, Belgium to Vietnam (USD million)"
5.1.1_AFG.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Afghanistan (USD million)"
5.1.1_BFA.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Burkina Faso (USD million)"
5.1.2_MWI.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Malawi (USD million)"
5.1.1_SEN.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Senegal (USD million)"
5.1.2_VNM.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Vietnam (USD million)"
5.1.1_MOZ.TOTA.AID.CAN,"International aid disbursed to total education, Canada to Mozambique (USD million)"
5.1.1_GHA.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Djibouti (USD million)"
5.1.3_ETH.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Ethiopia (USD million)"
5.1.3_MWI.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Malawi (USD million)"
5.1.3_MOZ.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Mozambique (USD million)"
5.1.1_RWA.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Rwanda (USD million)"
5.1.3_VNM.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Vietnam (USD million)"
5.1.4_ETH.TOTA.AID.DVV,"International aid disbursed to total education, DVV international to Ethiopia (USD million)"
5.1.4_BFA.TOTA.AID.DNK,"International aid disbursed to total education, Denmark to Burkina Faso (USD million)"
5.1.1_ZMB.TOTA.AID.DNK,"International aid disbursed to total education, Denmark to Zambia (USD million)"
5.1.8_BFA.TOTA.AID.EC,"International aid disbursed to total education, European Commission to Burkina Faso (USD million)"
5.1.4_KHM.TOTA.AID.EC,"International aid disbursed to total education, European Commission to Cambodia (USD million)"
5.1.5_ETH.TOTA.AID.EC,"International aid disbursed to total education, European Commission to Ethiopia (USD million)"
5.1.1_GEO.TOTA.AID.EC,"International aid disbursed to total education, European Commission to Georgia (USD million)"
5.1.4_GNB.TOTA.AID.EU,"International aid disbursed to total education, European Commission to Guinea Bissau (USD million)"
5.1.1_KGZ.TOTA.AID.ADPP.EU,"International aid disbursed to total education, European Commission to Kyrgyzstan (USD million)"
5.1.2_DJI.TOTA.AID.FSD,"International aid disbursed to total education, FSD to Djibouti (USD million)"
5.1.6_ETH.TOTA.AID.FIN,"International aid disbursed to total education, Finland to Ethiopia (USD million)"
5.1.4_MOZ.TOTA.AID.FIN,"International aid disbursed to total education, Finland to Mozambique (USD million)"
5.1.5_MOZ.TOTA.AID.FLAND,"International aid disbursed to total education, Flanders to Mozambique (USD million)"
5.1.2_KGZ.TOTA.AID.ADPP.GIZ,"International aid disbursed to total education, GIZ to Kyrgyzstan (USD million)"
5.1.4_MWI.TOTA.AID.GIZ,"International aid disbursed to total education, GIZ to Malawi (USD million)"
5.1.7_MOZ.TOTA.AID.GPE,"International aid disbursed to total education, GPE to Mozambique (USD million)"
5.1.4_LAO.TOTA.AID.DEU,"International aid disbursed to total education, Germany (GIZ and KfW) to Laos (USD million)"
5.1.6_MOZ.TOTA.AID.DEU,"International aid disbursed to total education, Germany (GIZ and KfW) to Mozambique (USD million)"
5.1.6_TJK.TOTA.AID.GPE,"International aid disbursed to total education, Global Partnership for Education (CF and EPDF) to Tajikistan (USD million)"
5.1.1_CAF.TOT.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Central African Republic (USD million)"
5.2.1_CAF.BAS.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Central African Republic (USD million)"
5.1.4_GIN.TOTA.AID.ADPP.GPE,"International aid disbursed to total education, Global Partnership for Education to Guinea (USD million)"
5.1.5_LAO.TOTA.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Laos (USD million)"
5.1.5_MWI.TOTA.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Malawi (USD million)"
5.1.2_RWA.TOTA.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Rwanda (USD million)"
5.1.3_SEN.TOTA.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Senegal (USD million)"
5.1.3_ZMB.TOTA.AID.ILO,"International aid disbursed to total education, ILO to Zambia (USD million)"
5.1.11_LAO.TOTA.AID.INGOS,"International aid disbursed to total education, International NGOs to Laos (USD million)"
5.1.8_MOZ.TOTA.AID.IRL,"International aid disbursed to total education, Ireland to Mozambique (USD million)"
5.1.9_ETH.TOTA.AID.ITA,"International aid disbursed to total education, Italian Cooperation to Ethiopia (USD million)"
5.1.9_MOZ.TOTA.AID.ITA,"International aid disbursed to total education, Italy to Mozambique (USD million)"
5.1.4_SEN.TOTA.AID.IT,"International aid disbursed to total education, Italy to Senegal (USD million)"
5.1.7_AFG.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Afghanistan (USD million)"
5.1.5_BFA.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Burkina Faso (USD million)"
5.1.3_GHA.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Djibouti (USD million)"
5.1.11_ETH.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Ethiopia (USD million)"
5.1.6_LAO.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Laos (USD million)"
5.1.6_MWI.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Malawi (USD million)"
5.1.4_SLE.TOTA.AID.JICA,"International aid disbursed to total education, JICA to Sierra Leone (USD million)"
5.1.8_GNB.TOTA.AID.JAP,"International aid disbursed to total education, Japan (via UNICEF) to Guinea Bissau (USD million)"
5.1.10_ETH.TOTA.AID.JPN,"International aid disbursed to total education, Japan Government to Ethiopia (USD million)"
5.1.5_KHM.TOTA.AID.JPN,"International aid disbursed to total education, Japan to Cambodia (USD million)"
5.1.4_NER.TOTA.AID.JAPAN,"International aid disbursed to total education, Japan to Niger (USD million)"
5.2.5_TLS.TOT.AID.JPN,"International aid disbursed to total education, Japan to Timor-Leste (USD million)"
5.1.12_ETH.TOTA.AID.KFW,"International aid disbursed to total education, KfW to Ethiopia (USD million)"
5.1.6_GIN.TOTA.AID.ADPP.KFW,"International aid disbursed to total education, KfW to Guinea (USD million)"
5.1.7_MWI.TOTA.AID.KFW,"International aid disbursed to total education, KfW to Malawi (USD million)"
5.1.5_NER.TOTA.AID.KFW,"International aid disbursed to total education, KfW to Niger (USD million)"
5.1.9_NER.TOTA.AID.LUX,"International aid disbursed to total education, Luxembourg to Niger (USD million)"
5.1.8_AFG.TOTA.AID.NLD,"International aid disbursed to total education, Netherlands to Afghanistan (USD million)"
5.1.6_BFA.TOTA.AID.NLD,"International aid disbursed to total education, Netherlands to Burkina Faso (USD million)"
5.1.13_ETH.TOTA.AID.NLD,"International aid disbursed to total education, Netherlands to Ethiopia (USD million)"
5.1.5_ZMB.TOTA.AID.ZMB,"International aid disbursed to total education, Netherlands to Zambia (USD million)"
5.1.9_AFG.TOTA.AID.NZL,"International aid disbursed to total education, New Zealand to Afghanistan (USD million)"
5.2.7_TLS.TOT.AID.NZL,"International aid disbursed to total education, New Zealand to Timor-Leste (USD million)"
5.1.3_TJK.TOTA.AID.OPENS,"International aid disbursed to total education, Open Society Foundations to Tajikistan (USD million)"
5.2.9_TLS.TOT.AID.PRT,"International aid disbursed to total education, Portugal to Timor-Leste (USD million)"
5.1.6_GNB.TOTA.AID.PORT,"International aid disbursed to total education, Portuguese Cooperation to Guinea Bissau (USD million)"
5.1.10_AFG.TOTA.AID.SIDA,"International aid disbursed to total education, Sida to Afghanistan (USD million)"
5.1.14_ETH.TOTA.AID.SIDA,"International aid disbursed to total education, Sida to Ethiopia (USD million)"
5.2.6_TLS.TOT.AID.KOR,"International aid disbursed to total education, South Korea to Timor-Leste (USD million)"
5.1.6_KHM.TOTA.AID.SWE,"International aid disbursed to total education, Sweden to Cambodia (USD million)"
5.1.3_BFA.TOTA.AID.CHE,"International aid disbursed to total education, Switzerland to Burkina Faso (USD million)"
5.1.8_NER.TOTA.AID.CHE,"International aid disbursed to total education, Switzerland to Niger (USD million)"
5.1.11_AFG.TOTA.AID.UNESCO,"International aid disbursed to total education, UNESCO to Afghanistan (USD million)"
5.1.7_KHM.TOTA.AID.UNESCO,"International aid disbursed to total education, UNESCO to Cambodia (USD million)"
5.1.5_CMR.TOTA.AID.UNESCO,"International aid disbursed to total education, UNESCO to Cameroun (USD million)"
5.1.7_LAO.TOTA.AID.UNESCO,"International aid disbursed to total education, UNESCO to Laos (USD million)"
5.1.7_GNB.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF (excluding Japan funds) to Guinea Bissau (USD million)"
5.1.8_KHM.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Cambodia (USD million)"
5.1.7_CIV.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Côte d'Ivoire (USD million)"
5.1.4_GHA.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Djibouti (USD million)"
5.1.3_KGZ.TOTA.AID.ADPP.UNICEF,"International aid disbursed to total education, UNICEF to Kyrgyzstan (USD million)"
5.1.8_LAO.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Laos (USD million)"
5.1.8_MWI.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Malawi (USD million)"
5.1.1_MDA.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Moldova (USD million)"
5.1.14_MOZ.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Mozambique (USD million)"
5.1.10_NER.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Niger (USD million)"
5.1.3_RWA.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Rwanda (USD million)"
5.1.5_SEN.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Senegal (USD million)"
5.1.7_TJK.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Tajikistan (USD million)"
5.2.11_TLS.TOT.AID.UNICEF,"International aid disbursed to total education, UNICEF to Timor-Leste (USD million)"
5.1.6_ZMB.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Zambia (USD million)"
5.1.9_KHM.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Cambodia (USD million)"
5.1.8_CIV.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Côte d'Ivoire (USD million)"
5.1.5_GHA.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Djibouti (USD million)"
5.1.16_ETH.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Ethiopia (USD million)"
5.1.3_GEO.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Georgia (USD million)"
5.1.9_MWI.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Malawi (USD million)"
5.1.15_MOZ.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Mozambique (USD million)"
5.1.4_RWA.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Rwanda (USD million)"
5.1.6_SEN.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Senegal (USD million)"
5.2.12_TLS.TOT.AID.USAID,"International aid disbursed to total education, USAID to Timor-Leste (USD million)"
5.1.7_ZMB.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Zambia (USD million)"
5.1.6_GHA.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Djibouti (USD million)"
5.1.17_ETH.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Ethiopia (USD million)"
5.1.9_LAO.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Laos (USD million)"
5.1.10_MWI.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Malawi (USD million)"
5.1.6_NER.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Niger (USD million)"
5.1.9_TJK.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Tajikistan (USD million)"
5.1.1_DJI.TOTA.AID.WB,"International aid disbursed to total education, World Bank (IDA) to Djibouti (USD million)"
5.1.7_SLE.TOTA.AID.WB,"International aid disbursed to total education, World Bank (including the Global Partnership for Education) to Sierra Leone (USD million)"
5.1.11_KHM.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Cambodia (USD million)"
5.1.7_GHA.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Djibouti (USD million)"
5.1.18_ETH.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Ethiopia (USD million)"
5.1.4_KGZ.TOTA.AID.ADPP.WB,"International aid disbursed to total education, World Bank to Kyrgyzstan (USD million)"
5.1.10_LAO.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Laos (USD million)"
5.1.3_LBR.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Liberia (USD million)"
5.1.11_MWI.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Malawi (USD million)"
5.1.2_MDA.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Moldova (USD million)"
